"","year","race","number","income_median","income_med_moe","income_mean","income_mean_moe","income_bracket","income_distribution"
"939",1968,"White Alone",55394000,52064,319,58606,319,"$25,000 to $34,999",9.8
"940",1968,"White Alone",55394000,52064,319,58606,319,"$35,000 to $49,999",16.5
"941",1968,"White Alone",55394000,52064,319,58606,319,"$50,000 to $74,999",25.7
"942",1968,"White Alone",55394000,52064,319,58606,319,"$75,000 to $99,999",14.5
"943",1968,"White Alone",55394000,52064,319,58606,319,"$100,000 to $149,999",8.8
"944",1968,"White Alone",55394000,52064,319,58606,319,"$150,000 to $199,999",1.9
"945",1968,"White Alone",55394000,52064,319,58606,319,"$200,000 and over",1.2
"946",1967,"White Alone",54188000,49992,298,55576,309,"Under $15,000",13.5
"947",1967,"White Alone",54188000,49992,298,55576,309,"$15,000 to $24,999",9.4
"948",1967,"White Alone",54188000,49992,298,55576,309,"$25,000 to $34,999",10.4
"949",1967,"White Alone",54188000,49992,298,55576,309,"$35,000 to $49,999",16.9
"950",1967,"White Alone",54188000,49992,298,55576,309,"$50,000 to $74,999",25.8
"951",1967,"White Alone",54188000,49992,298,55576,309,"$75,000 to $99,999",12.6
"952",1967,"White Alone",54188000,49992,298,55576,309,"$100,000 to $149,999",8.2
"953",1967,"White Alone",54188000,49992,298,55576,309,"$150,000 to $199,999",1.8
"954",1967,"White Alone",54188000,49992,298,55576,309,"$200,000 and over",1.3
"955",2019,"White Alone, Not Hispanic",84868000,76057,876,106659,1359,"Under $15,000",7.3
"956",2019,"White Alone, Not Hispanic",84868000,76057,876,106659,1359,"$15,000 to $24,999",7.3
"957",2019,"White Alone, Not Hispanic",84868000,76057,876,106659,1359,"$25,000 to $34,999",7.5
"958",2019,"White Alone, Not Hispanic",84868000,76057,876,106659,1359,"$35,000 to $49,999",11
"959",2019,"White Alone, Not Hispanic",84868000,76057,876,106659,1359,"$50,000 to $74,999",16.2
"960",2019,"White Alone, Not Hispanic",84868000,76057,876,106659,1359,"$75,000 to $99,999",12.8
"961",2019,"White Alone, Not Hispanic",84868000,76057,876,106659,1359,"$100,000 to $149,999",16.8
"962",2019,"White Alone, Not Hispanic",84868000,76057,876,106659,1359,"$150,000 to $199,999",9.3
"963",2019,"White Alone, Not Hispanic",84868000,76057,876,106659,1359,"$200,000 and over",11.8
"964",2018,"White Alone, Not Hispanic",84727000,71922,664,100041,1191,"Under $15,000",8
"965",2018,"White Alone, Not Hispanic",84727000,71922,664,100041,1191,"$15,000 to $24,999",7.8
"966",2018,"White Alone, Not Hispanic",84727000,71922,664,100041,1191,"$25,000 to $34,999",7.9
"967",2018,"White Alone, Not Hispanic",84727000,71922,664,100041,1191,"$35,000 to $49,999",11.2
"968",2018,"White Alone, Not Hispanic",84727000,71922,664,100041,1191,"$50,000 to $74,999",17
"969",2018,"White Alone, Not Hispanic",84727000,71922,664,100041,1191,"$75,000 to $99,999",13.2
"970",2018,"White Alone, Not Hispanic",84727000,71922,664,100041,1191,"$100,000 to $149,999",16.5
"971",2018,"White Alone, Not Hispanic",84727000,71922,664,100041,1191,"$150,000 to $199,999",8.1
"972",2018,"White Alone, Not Hispanic",84727000,71922,664,100041,1191,"$200,000 and over",10.3
"973",2017,"White Alone, Not Hispanic",84681000,71071,1095,97466,1134,"Under $15,000",8
"974",2017,"White Alone, Not Hispanic",84681000,71071,1095,97466,1134,"$15,000 to $24,999",8.5
"975",2017,"White Alone, Not Hispanic",84681000,71071,1095,97466,1134,"$25,000 to $34,999",8.5
"976",2017,"White Alone, Not Hispanic",84681000,71071,1095,97466,1134,"$35,000 to $49,999",11.2
"977",2017,"White Alone, Not Hispanic",84681000,71071,1095,97466,1134,"$50,000 to $74,999",16.1
"978",2017,"White Alone, Not Hispanic",84681000,71071,1095,97466,1134,"$75,000 to $99,999",13.1
"979",2017,"White Alone, Not Hispanic",84681000,71071,1095,97466,1134,"$100,000 to $149,999",16.3
"980",2017,"White Alone, Not Hispanic",84681000,71071,1095,97466,1134,"$150,000 to $199,999",8.5
"981",2017,"White Alone, Not Hispanic",84681000,71071,1095,97466,1134,"$200,000 and over",9.8
"982",2016,"White Alone, Not Hispanic",84387000,69292,894,95624,1067,"Under $15,000",8.4
"983",2016,"White Alone, Not Hispanic",84387000,69292,894,95624,1067,"$15,000 to $24,999",8.2
"984",2016,"White Alone, Not Hispanic",84387000,69292,894,95624,1067,"$25,000 to $34,999",8.5
"985",2016,"White Alone, Not Hispanic",84387000,69292,894,95624,1067,"$35,000 to $49,999",11.8
"986",2016,"White Alone, Not Hispanic",84387000,69292,894,95624,1067,"$50,000 to $74,999",16.6
"987",2016,"White Alone, Not Hispanic",84387000,69292,894,95624,1067,"$75,000 to $99,999",12.6
"988",2016,"White Alone, Not Hispanic",84387000,69292,894,95624,1067,"$100,000 to $149,999",16.5
"989",2016,"White Alone, Not Hispanic",84387000,69292,894,95624,1067,"$150,000 to $199,999",8
"990",2016,"White Alone, Not Hispanic",84387000,69292,894,95624,1067,"$200,000 and over",9.4
"991",2015,"White Alone, Not Hispanic",84445000,67930,962,92355,943,"Under $15,000",8.2
"992",2015,"White Alone, Not Hispanic",84445000,67930,962,92355,943,"$15,000 to $24,999",9.1
"993",2015,"White Alone, Not Hispanic",84445000,67930,962,92355,943,"$25,000 to $34,999",8.9
"994",2015,"White Alone, Not Hispanic",84445000,67930,962,92355,943,"$35,000 to $49,999",11.7
"995",2015,"White Alone, Not Hispanic",84445000,67930,962,92355,943,"$50,000 to $74,999",16.1
"996",2015,"White Alone, Not Hispanic",84445000,67930,962,92355,943,"$75,000 to $99,999",13
"997",2015,"White Alone, Not Hispanic",84445000,67930,962,92355,943,"$100,000 to $149,999",16.7
"998",2015,"White Alone, Not Hispanic",84445000,67930,962,92355,943,"$150,000 to $199,999",8
"999",2015,"White Alone, Not Hispanic",84445000,67930,962,92355,943,"$200,000 and over",8.3
"1000",2014,"White Alone, Not Hispanic",84228000,65135,654,89142,1030,"Under $15,000",9.3
"1001",2014,"White Alone, Not Hispanic",84228000,65135,654,89142,1030,"$15,000 to $24,999",9.5
"1002",2014,"White Alone, Not Hispanic",84228000,65135,654,89142,1030,"$25,000 to $34,999",8.8
"1003",2014,"White Alone, Not Hispanic",84228000,65135,654,89142,1030,"$35,000 to $49,999",12
"1004",2014,"White Alone, Not Hispanic",84228000,65135,654,89142,1030,"$50,000 to $74,999",16.6
"1005",2014,"White Alone, Not Hispanic",84228000,65135,654,89142,1030,"$75,000 to $99,999",12.8
"1006",2014,"White Alone, Not Hispanic",84228000,65135,654,89142,1030,"$100,000 to $149,999",15.4
"1007",2014,"White Alone, Not Hispanic",84228000,65135,654,89142,1030,"$150,000 to $199,999",7.5
"1008",2014,"White Alone, Not Hispanic",84228000,65135,654,89142,1030,"$200,000 and over",8
"1009",2013,"White Alone, Not Hispanic",84432000,66318,964,89292,1533,"Under $15,000",9.2
"1010",2013,"White Alone, Not Hispanic",84432000,66318,964,89292,1533,"$15,000 to $24,999",9.4
"1011",2013,"White Alone, Not Hispanic",84432000,66318,964,89292,1533,"$25,000 to $34,999",8.6
"1012",2013,"White Alone, Not Hispanic",84432000,66318,964,89292,1533,"$35,000 to $49,999",11.7
"1013",2013,"White Alone, Not Hispanic",84432000,66318,964,89292,1533,"$50,000 to $74,999",17.2
"1014",2013,"White Alone, Not Hispanic",84432000,66318,964,89292,1533,"$75,000 to $99,999",13.2
"1015",2013,"White Alone, Not Hispanic",84432000,66318,964,89292,1533,"$100,000 to $149,999",15.2
"1016",2013,"White Alone, Not Hispanic",84432000,66318,964,89292,1533,"$150,000 to $199,999",7.6
"1017",2013,"White Alone, Not Hispanic",84432000,66318,964,89292,1533,"$200,000 and over",8
"1018",2012,"White Alone, Not Hispanic",83792000,63597,659,86838,945,"Under $15,000",8.8
"1019",2012,"White Alone, Not Hispanic",83792000,63597,659,86838,945,"$15,000 to $24,999",9.8
"1020",2012,"White Alone, Not Hispanic",83792000,63597,659,86838,945,"$25,000 to $34,999",9.4
"1021",2012,"White Alone, Not Hispanic",83792000,63597,659,86838,945,"$35,000 to $49,999",12.1
"1022",2012,"White Alone, Not Hispanic",83792000,63597,659,86838,945,"$50,000 to $74,999",17.5
"1023",2012,"White Alone, Not Hispanic",83792000,63597,659,86838,945,"$75,000 to $99,999",13
"1024",2012,"White Alone, Not Hispanic",83792000,63597,659,86838,945,"$100,000 to $149,999",15.4
"1025",2012,"White Alone, Not Hispanic",83792000,63597,659,86838,945,"$150,000 to $199,999",7.2
"1026",2012,"White Alone, Not Hispanic",83792000,63597,659,86838,945,"$200,000 and over",6.9
"1027",2011,"White Alone, Not Hispanic",83573000,63124,615,86650,896,"Under $15,000",9
"1028",2011,"White Alone, Not Hispanic",83573000,63124,615,86650,896,"$15,000 to $24,999",9.3
"1029",2011,"White Alone, Not Hispanic",83573000,63124,615,86650,896,"$25,000 to $34,999",9.5
"1030",2011,"White Alone, Not Hispanic",83573000,63124,615,86650,896,"$35,000 to $49,999",12.7
"1031",2011,"White Alone, Not Hispanic",83573000,63124,615,86650,896,"$50,000 to $74,999",17.5
"1032",2011,"White Alone, Not Hispanic",83573000,63124,615,86650,896,"$75,000 to $99,999",12.7
"1033",2011,"White Alone, Not Hispanic",83573000,63124,615,86650,896,"$100,000 to $149,999",15.3
"1034",2011,"White Alone, Not Hispanic",83573000,63124,615,86650,896,"$150,000 to $199,999",7.1
"1035",2011,"White Alone, Not Hispanic",83573000,63124,615,86650,896,"$200,000 and over",6.9
"1036",2010,"White Alone, Not Hispanic",83314000,63996,862,86173,889,"Under $15,000",8.7
"1037",2010,"White Alone, Not Hispanic",83314000,63996,862,86173,889,"$15,000 to $24,999",10
"1038",2010,"White Alone, Not Hispanic",83314000,63996,862,86173,889,"$25,000 to $34,999",8.7
"1039",2010,"White Alone, Not Hispanic",83314000,63996,862,86173,889,"$35,000 to $49,999",12.8
"1040",2010,"White Alone, Not Hispanic",83314000,63996,862,86173,889,"$50,000 to $74,999",17
"1041",2010,"White Alone, Not Hispanic",83314000,63996,862,86173,889,"$75,000 to $99,999",13
"1042",2010,"White Alone, Not Hispanic",83314000,63996,862,86173,889,"$100,000 to $149,999",15.8
"1043",2010,"White Alone, Not Hispanic",83314000,63996,862,86173,889,"$150,000 to $199,999",7
"1044",2010,"White Alone, Not Hispanic",83314000,63996,862,86173,889,"$200,000 and over",7
"1045",2009,"White Alone, Not Hispanic",83158000,65053,548,87484,588,"Under $15,000",8.2
"1046",2009,"White Alone, Not Hispanic",83158000,65053,548,87484,588,"$15,000 to $24,999",9
"1047",2009,"White Alone, Not Hispanic",83158000,65053,548,87484,588,"$25,000 to $34,999",9.1
"1048",2009,"White Alone, Not Hispanic",83158000,65053,548,87484,588,"$35,000 to $49,999",12.8
"1049",2009,"White Alone, Not Hispanic",83158000,65053,548,87484,588,"$50,000 to $74,999",17.7
"1050",2009,"White Alone, Not Hispanic",83158000,65053,548,87484,588,"$75,000 to $99,999",13.1
"1051",2009,"White Alone, Not Hispanic",83158000,65053,548,87484,588,"$100,000 to $149,999",15.9
"1052",2009,"White Alone, Not Hispanic",83158000,65053,548,87484,588,"$150,000 to $199,999",7.1
"1053",2009,"White Alone, Not Hispanic",83158000,65053,548,87484,588,"$200,000 and over",6.9
"1054",2008,"White Alone, Not Hispanic",82884000,66099,441,88206,593,"Under $15,000",8.3
"1055",2008,"White Alone, Not Hispanic",82884000,66099,441,88206,593,"$15,000 to $24,999",9.2
"1056",2008,"White Alone, Not Hispanic",82884000,66099,441,88206,593,"$25,000 to $34,999",8.8
"1057",2008,"White Alone, Not Hispanic",82884000,66099,441,88206,593,"$35,000 to $49,999",12.5
"1058",2008,"White Alone, Not Hispanic",82884000,66099,441,88206,593,"$50,000 to $74,999",17.1
"1059",2008,"White Alone, Not Hispanic",82884000,66099,441,88206,593,"$75,000 to $99,999",13.4
"1060",2008,"White Alone, Not Hispanic",82884000,66099,441,88206,593,"$100,000 to $149,999",16.6
"1061",2008,"White Alone, Not Hispanic",82884000,66099,441,88206,593,"$150,000 to $199,999",7.1
"1062",2008,"White Alone, Not Hispanic",82884000,66099,441,88206,593,"$200,000 and over",7
"1063",2007,"White Alone, Not Hispanic",82765000,67884,502,90456,600,"Under $15,000",7.9
"1064",2007,"White Alone, Not Hispanic",82765000,67884,502,90456,600,"$15,000 to $24,999",9.2
"1065",2007,"White Alone, Not Hispanic",82765000,67884,502,90456,600,"$25,000 to $34,999",8.5
"1066",2007,"White Alone, Not Hispanic",82765000,67884,502,90456,600,"$35,000 to $49,999",12
"1067",2007,"White Alone, Not Hispanic",82765000,67884,502,90456,600,"$50,000 to $74,999",17.3
"1068",2007,"White Alone, Not Hispanic",82765000,67884,502,90456,600,"$75,000 to $99,999",13.2
"1069",2007,"White Alone, Not Hispanic",82765000,67884,502,90456,600,"$100,000 to $149,999",16.9
"1070",2007,"White Alone, Not Hispanic",82765000,67884,502,90456,600,"$150,000 to $199,999",7.6
"1071",2007,"White Alone, Not Hispanic",82765000,67884,502,90456,600,"$200,000 and over",7.5
"1072",2006,"White Alone, Not Hispanic",82675000,66635,393,91195,663,"Under $15,000",7.6
"1073",2006,"White Alone, Not Hispanic",82675000,66635,393,91195,663,"$15,000 to $24,999",8.8
"1074",2006,"White Alone, Not Hispanic",82675000,66635,393,91195,663,"$25,000 to $34,999",8.8
"1075",2006,"White Alone, Not Hispanic",82675000,66635,393,91195,663,"$35,000 to $49,999",12.4
"1076",2006,"White Alone, Not Hispanic",82675000,66635,393,91195,663,"$50,000 to $74,999",17.4
"1077",2006,"White Alone, Not Hispanic",82675000,66635,393,91195,663,"$75,000 to $99,999",13.4
"1078",2006,"White Alone, Not Hispanic",82675000,66635,393,91195,663,"$100,000 to $149,999",16.5
"1079",2006,"White Alone, Not Hispanic",82675000,66635,393,91195,663,"$150,000 to $199,999",7.4
"1080",2006,"White Alone, Not Hispanic",82675000,66635,393,91195,663,"$200,000 and over",7.6
"1081",2005,"White Alone, Not Hispanic",82003000,66644,371,90028,654,"Under $15,000",8.1
"1082",2005,"White Alone, Not Hispanic",82003000,66644,371,90028,654,"$15,000 to $24,999",9
"1083",2005,"White Alone, Not Hispanic",82003000,66644,371,90028,654,"$25,000 to $34,999",8.9
"1084",2005,"White Alone, Not Hispanic",82003000,66644,371,90028,654,"$35,000 to $49,999",12.2
"1085",2005,"White Alone, Not Hispanic",82003000,66644,371,90028,654,"$50,000 to $74,999",17.5
"1086",2005,"White Alone, Not Hispanic",82003000,66644,371,90028,654,"$75,000 to $99,999",13.7
"1087",2005,"White Alone, Not Hispanic",82003000,66644,371,90028,654,"$100,000 to $149,999",16.1
"1088",2005,"White Alone, Not Hispanic",82003000,66644,371,90028,654,"$150,000 to $199,999",7.3
"1089",2005,"White Alone, Not Hispanic",82003000,66644,371,90028,654,"$200,000 and over",7.2
"1090",2004,"White Alone, Not Hispanic",81628000,66359,500,88539,634,"Under $15,000",8.3
"1091",2004,"White Alone, Not Hispanic",81628000,66359,500,88539,634,"$15,000 to $24,999",9.1
"1092",2004,"White Alone, Not Hispanic",81628000,66359,500,88539,634,"$25,000 to $34,999",9.1
"1093",2004,"White Alone, Not Hispanic",81628000,66359,500,88539,634,"$35,000 to $49,999",12.2
"1094",2004,"White Alone, Not Hispanic",81628000,66359,500,88539,634,"$50,000 to $74,999",17.3
"1095",2004,"White Alone, Not Hispanic",81628000,66359,500,88539,634,"$75,000 to $99,999",13.3
"1096",2004,"White Alone, Not Hispanic",81628000,66359,500,88539,634,"$100,000 to $149,999",16.6
"1097",2004,"White Alone, Not Hispanic",81628000,66359,500,88539,634,"$150,000 to $199,999",7.1
"1098",2004,"White Alone, Not Hispanic",81628000,66359,500,88539,634,"$200,000 and over",7.1
"1099",2003,"White Alone, Not Hispanic",81148000,66573,529,89021,621,"Under $15,000",8.3
"1100",2003,"White Alone, Not Hispanic",81148000,66573,529,89021,621,"$15,000 to $24,999",9
"1101",2003,"White Alone, Not Hispanic",81148000,66573,529,89021,621,"$25,000 to $34,999",9
"1102",2003,"White Alone, Not Hispanic",81148000,66573,529,89021,621,"$35,000 to $49,999",12
"1103",2003,"White Alone, Not Hispanic",81148000,66573,529,89021,621,"$50,000 to $74,999",17.3
"1104",2003,"White Alone, Not Hispanic",81148000,66573,529,89021,621,"$75,000 to $99,999",13.3
"1105",2003,"White Alone, Not Hispanic",81148000,66573,529,89021,621,"$100,000 to $149,999",16.8
"1106",2003,"White Alone, Not Hispanic",81148000,66573,529,89021,621,"$150,000 to $199,999",7.2
"1107",2003,"White Alone, Not Hispanic",81148000,66573,529,89021,621,"$200,000 and over",7.2
"1108",2002,"White Alone, Not Hispanic",81166000,66835,431,88517,619,"Under $15,000",8.1
"1109",2002,"White Alone, Not Hispanic",81166000,66835,431,88517,619,"$15,000 to $24,999",9.1
"1110",2002,"White Alone, Not Hispanic",81166000,66835,431,88517,619,"$25,000 to $34,999",8.5
"1111",2002,"White Alone, Not Hispanic",81166000,66835,431,88517,619,"$35,000 to $49,999",12.4
"1112",2002,"White Alone, Not Hispanic",81166000,66835,431,88517,619,"$50,000 to $74,999",17.5
"1113",2002,"White Alone, Not Hispanic",81166000,66835,431,88517,619,"$75,000 to $99,999",13.3
"1114",2002,"White Alone, Not Hispanic",81166000,66835,431,88517,619,"$100,000 to $149,999",17.2
"1115",2002,"White Alone, Not Hispanic",81166000,66835,431,88517,619,"$150,000 to $199,999",7
"1116",2002,"White Alone, Not Hispanic",81166000,66835,431,88517,619,"$200,000 and over",6.8
"1117",2001,"White Alone, Not Hispanic",80818000,67027,457,90389,674,"Under $15,000",7.9
"1118",2001,"White Alone, Not Hispanic",80818000,67027,457,90389,674,"$15,000 to $24,999",9
"1119",2001,"White Alone, Not Hispanic",80818000,67027,457,90389,674,"$25,000 to $34,999",8.6
"1120",2001,"White Alone, Not Hispanic",80818000,67027,457,90389,674,"$35,000 to $49,999",12.3
"1121",2001,"White Alone, Not Hispanic",80818000,67027,457,90389,674,"$50,000 to $74,999",17.7
"1122",2001,"White Alone, Not Hispanic",80818000,67027,457,90389,674,"$75,000 to $99,999",13.4
"1123",2001,"White Alone, Not Hispanic",80818000,67027,457,90389,674,"$100,000 to $149,999",16.9
"1124",2001,"White Alone, Not Hispanic",80818000,67027,457,90389,674,"$150,000 to $199,999",7.1
"1125",2001,"White Alone, Not Hispanic",80818000,67027,457,90389,674,"$200,000 and over",7.2
"1126",2000,"White Alone, Not Hispanic",80527000,67920,448,90897,671,"Under $15,000",7.7
"1127",2000,"White Alone, Not Hispanic",80527000,67920,448,90897,671,"$15,000 to $24,999",8.7
"1128",2000,"White Alone, Not Hispanic",80527000,67920,448,90897,671,"$25,000 to $34,999",8.3
"1129",2000,"White Alone, Not Hispanic",80527000,67920,448,90897,671,"$35,000 to $49,999",12.7
"1130",2000,"White Alone, Not Hispanic",80527000,67920,448,90897,671,"$50,000 to $74,999",17.5
"1131",2000,"White Alone, Not Hispanic",80527000,67920,448,90897,671,"$75,000 to $99,999",13.7
"1132",2000,"White Alone, Not Hispanic",80527000,67920,448,90897,671,"$100,000 to $149,999",16.8
"1133",2000,"White Alone, Not Hispanic",80527000,67920,448,90897,671,"$150,000 to $199,999",7.6
