"","year","race","dollar_type","income_quintile","income_dollars"
"2221",2017,"Hispanic","2019 Dollars","Lowest",12336
"2222",2017,"Hispanic","2019 Dollars","Second",31844
"2223",2017,"Hispanic","2019 Dollars","Middle",52662
"2224",2017,"Hispanic","2019 Dollars","Fourth",82808
"2225",2017,"Hispanic","2019 Dollars","Highest",176611
"2226",2017,"Hispanic","2019 Dollars","Top 5%",302282
"2227",2016,"Hispanic","2019 Dollars","Lowest",12278
"2228",2016,"Hispanic","2019 Dollars","Second",31492
"2229",2016,"Hispanic","2019 Dollars","Middle",51250
"2230",2016,"Hispanic","2019 Dollars","Fourth",80596
"2231",2016,"Hispanic","2019 Dollars","Highest",180293
"2232",2016,"Hispanic","2019 Dollars","Top 5%",326470
"2233",2015,"Hispanic","2019 Dollars","Lowest",11623
"2234",2015,"Hispanic","2019 Dollars","Second",29391
"2235",2015,"Hispanic","2019 Dollars","Middle",48481
"2236",2015,"Hispanic","2019 Dollars","Fourth",76774
"2237",2015,"Hispanic","2019 Dollars","Highest",176951
"2238",2015,"Hispanic","2019 Dollars","Top 5%",321535
"2239",2014,"Hispanic","2019 Dollars","Lowest",11067
"2240",2014,"Hispanic","2019 Dollars","Second",27960
"2241",2014,"Hispanic","2019 Dollars","Middle",46279
"2242",2014,"Hispanic","2019 Dollars","Fourth",72713
"2243",2014,"Hispanic","2019 Dollars","Highest",152945
"2244",2014,"Hispanic","2019 Dollars","Top 5%",256450
"2245",2013,"Hispanic","2019 Dollars","Lowest",10770
"2246",2013,"Hispanic","2019 Dollars","Second",26819
"2247",2013,"Hispanic","2019 Dollars","Middle",43560
"2248",2013,"Hispanic","2019 Dollars","Fourth",71157
"2249",2013,"Hispanic","2019 Dollars","Highest",164378
"2250",2013,"Hispanic","2019 Dollars","Top 5%",289549
"2251",2012,"Hispanic","2019 Dollars","Lowest",10234
"2252",2012,"Hispanic","2019 Dollars","Second",26506
"2253",2012,"Hispanic","2019 Dollars","Middle",43496
"2254",2012,"Hispanic","2019 Dollars","Fourth",68861
"2255",2012,"Hispanic","2019 Dollars","Highest",148881
"2256",2012,"Hispanic","2019 Dollars","Top 5%",253361
"2257",2011,"Hispanic","2019 Dollars","Lowest",10474
"2258",2011,"Hispanic","2019 Dollars","Second",27185
"2259",2011,"Hispanic","2019 Dollars","Middle",43908
"2260",2011,"Hispanic","2019 Dollars","Fourth",68434
"2261",2011,"Hispanic","2019 Dollars","Highest",148188
"2262",2011,"Hispanic","2019 Dollars","Top 5%",248483
"2263",2010,"Hispanic","2019 Dollars","Lowest",10512
"2264",2010,"Hispanic","2019 Dollars","Second",27113
"2265",2010,"Hispanic","2019 Dollars","Middle",44514
"2266",2010,"Hispanic","2019 Dollars","Fourth",70574
"2267",2010,"Hispanic","2019 Dollars","Highest",149249
"2268",2010,"Hispanic","2019 Dollars","Top 5%",249056
"2269",2009,"Hispanic","2019 Dollars","Lowest",11502
"2270",2009,"Hispanic","2019 Dollars","Second",28118
"2271",2009,"Hispanic","2019 Dollars","Middle",45714
"2272",2009,"Hispanic","2019 Dollars","Fourth",72196
"2273",2009,"Hispanic","2019 Dollars","Highest",154404
"2274",2009,"Hispanic","2019 Dollars","Top 5%",260870
"2275",2008,"Hispanic","2019 Dollars","Lowest",11282
"2276",2008,"Hispanic","2019 Dollars","Second",28229
"2277",2008,"Hispanic","2019 Dollars","Middle",45247
"2278",2008,"Hispanic","2019 Dollars","Fourth",71298
"2279",2008,"Hispanic","2019 Dollars","Highest",150879
"2280",2008,"Hispanic","2019 Dollars","Top 5%",249524
"2281",2007,"Hispanic","2019 Dollars","Lowest",12161
"2282",2007,"Hispanic","2019 Dollars","Second",29717
"2283",2007,"Hispanic","2019 Dollars","Middle",47725
"2284",2007,"Hispanic","2019 Dollars","Fourth",73934
"2285",2007,"Hispanic","2019 Dollars","Highest",150591
"2286",2007,"Hispanic","2019 Dollars","Top 5%",250458
"2287",2006,"Hispanic","2019 Dollars","Lowest",12293
"2288",2006,"Hispanic","2019 Dollars","Second",30013
"2289",2006,"Hispanic","2019 Dollars","Middle",48218
"2290",2006,"Hispanic","2019 Dollars","Fourth",73688
"2291",2006,"Hispanic","2019 Dollars","Highest",157215
"2292",2006,"Hispanic","2019 Dollars","Top 5%",266701
"2293",2005,"Hispanic","2019 Dollars","Lowest",12021
"2294",2005,"Hispanic","2019 Dollars","Second",29388
"2295",2005,"Hispanic","2019 Dollars","Middle",47095
"2296",2005,"Hispanic","2019 Dollars","Fourth",72035
"2297",2005,"Hispanic","2019 Dollars","Highest",148758
"2298",2005,"Hispanic","2019 Dollars","Top 5%",244900
"2299",2004,"Hispanic","2019 Dollars","Lowest",11774
"2300",2004,"Hispanic","2019 Dollars","Second",29021
"2301",2004,"Hispanic","2019 Dollars","Middle",46497
"2302",2004,"Hispanic","2019 Dollars","Fourth",71243
"2303",2004,"Hispanic","2019 Dollars","Highest",152681
"2304",2004,"Hispanic","2019 Dollars","Top 5%",261733
"2305",2003,"Hispanic","2019 Dollars","Lowest",11967
"2306",2003,"Hispanic","2019 Dollars","Second",29218
"2307",2003,"Hispanic","2019 Dollars","Middle",46363
"2308",2003,"Hispanic","2019 Dollars","Fourth",71602
"2309",2003,"Hispanic","2019 Dollars","Highest",150664
"2310",2003,"Hispanic","2019 Dollars","Top 5%",252807
"2311",2002,"Hispanic","2019 Dollars","Lowest",12275
"2312",2002,"Hispanic","2019 Dollars","Second",29938
"2313",2002,"Hispanic","2019 Dollars","Middle",47486
"2314",2002,"Hispanic","2019 Dollars","Fourth",73359
"2315",2002,"Hispanic","2019 Dollars","Highest",156776
"2316",2002,"Hispanic","2019 Dollars","Top 5%",273980
"2317",2001,"Hispanic","2019 Dollars","Lowest",12770
"2318",2001,"Hispanic","2019 Dollars","Second",30187
"2319",2001,"Hispanic","2019 Dollars","Middle",48671
"2320",2001,"Hispanic","2019 Dollars","Fourth",74488
"2321",2001,"Hispanic","2019 Dollars","Highest",155113
"2322",2001,"Hispanic","2019 Dollars","Top 5%",263659
"2323",2000,"Hispanic","2019 Dollars","Lowest",13227
"2324",2000,"Hispanic","2019 Dollars","Second",30873
"2325",2000,"Hispanic","2019 Dollars","Middle",49561
"2326",2000,"Hispanic","2019 Dollars","Fourth",74894
"2327",2000,"Hispanic","2019 Dollars","Highest",158800
"2328",2000,"Hispanic","2019 Dollars","Top 5%",282933
"2329",1999,"Hispanic","2019 Dollars","Lowest",12683
"2330",1999,"Hispanic","2019 Dollars","Second",29618
"2331",1999,"Hispanic","2019 Dollars","Middle",47212
"2332",1999,"Hispanic","2019 Dollars","Fourth",72602
"2333",1999,"Hispanic","2019 Dollars","Highest",148739
"2334",1999,"Hispanic","2019 Dollars","Top 5%",246883
"2335",1998,"Hispanic","2019 Dollars","Lowest",10833
"2336",1998,"Hispanic","2019 Dollars","Second",26919
"2337",1998,"Hispanic","2019 Dollars","Middle",44561
"2338",1998,"Hispanic","2019 Dollars","Fourth",68919
"2339",1998,"Hispanic","2019 Dollars","Highest",149657
"2340",1998,"Hispanic","2019 Dollars","Top 5%",264012
"2341",1997,"Hispanic","2019 Dollars","Lowest",10344
"2342",1997,"Hispanic","2019 Dollars","Second",25558
"2343",1997,"Hispanic","2019 Dollars","Middle",42476
"2344",1997,"Hispanic","2019 Dollars","Fourth",65942
"2345",1997,"Hispanic","2019 Dollars","Highest",141545
"2346",1997,"Hispanic","2019 Dollars","Top 5%",245815
"2347",1996,"Hispanic","2019 Dollars","Lowest",10536
"2348",1996,"Hispanic","2019 Dollars","Second",24765
"2349",1996,"Hispanic","2019 Dollars","Middle",40551
"2350",1996,"Hispanic","2019 Dollars","Fourth",63880
"2351",1996,"Hispanic","2019 Dollars","Highest",137025
"2352",1996,"Hispanic","2019 Dollars","Top 5%",237560
"2353",1995,"Hispanic","2019 Dollars","Lowest",9828
"2354",1995,"Hispanic","2019 Dollars","Second",23237
"2355",1995,"Hispanic","2019 Dollars","Middle",38489
"2356",1995,"Hispanic","2019 Dollars","Fourth",60616
"2357",1995,"Hispanic","2019 Dollars","Highest",128533
"2358",1995,"Hispanic","2019 Dollars","Top 5%",217105
"2359",1994,"Hispanic","2019 Dollars","Lowest",9892
"2360",1994,"Hispanic","2019 Dollars","Second",23512
"2361",1994,"Hispanic","2019 Dollars","Middle",40015
"2362",1994,"Hispanic","2019 Dollars","Fourth",62833
"2363",1994,"Hispanic","2019 Dollars","Highest",133986
"2364",1994,"Hispanic","2019 Dollars","Top 5%",227136
"2365",1993,"Hispanic","2019 Dollars","Lowest",10289
"2366",1993,"Hispanic","2019 Dollars","Second",24093
"2367",1993,"Hispanic","2019 Dollars","Middle",40014
"2368",1993,"Hispanic","2019 Dollars","Fourth",61218
"2369",1993,"Hispanic","2019 Dollars","Highest",128999
"2370",1993,"Hispanic","2019 Dollars","Top 5%",216219
"2371",1992,"Hispanic","2019 Dollars","Lowest",10163
"2372",1992,"Hispanic","2019 Dollars","Second",24286
"2373",1992,"Hispanic","2019 Dollars","Middle",40455
"2374",1992,"Hispanic","2019 Dollars","Fourth",62255
"2375",1992,"Hispanic","2019 Dollars","Highest",120962
"2376",1992,"Hispanic","2019 Dollars","Top 5%",186453
"2377",1991,"Hispanic","2019 Dollars","Lowest",10513
"2378",1991,"Hispanic","2019 Dollars","Second",25006
"2379",1991,"Hispanic","2019 Dollars","Middle",41806
"2380",1991,"Hispanic","2019 Dollars","Fourth",64352
"2381",1991,"Hispanic","2019 Dollars","Highest",123322
"2382",1991,"Hispanic","2019 Dollars","Top 5%",188039
"2383",1990,"Hispanic","2019 Dollars","Lowest",10688
"2384",1990,"Hispanic","2019 Dollars","Second",25193
"2385",1990,"Hispanic","2019 Dollars","Middle",42385
"2386",1990,"Hispanic","2019 Dollars","Fourth",64536
"2387",1990,"Hispanic","2019 Dollars","Highest",123275
"2388",1990,"Hispanic","2019 Dollars","Top 5%",190659
"2389",1989,"Hispanic","2019 Dollars","Lowest",10379
"2390",1989,"Hispanic","2019 Dollars","Second",26670
"2391",1989,"Hispanic","2019 Dollars","Middle",44006
"2392",1989,"Hispanic","2019 Dollars","Fourth",68197
"2393",1989,"Hispanic","2019 Dollars","Highest",130146
"2394",1989,"Hispanic","2019 Dollars","Top 5%",202843
"2395",1988,"Hispanic","2019 Dollars","Lowest",9882
"2396",1988,"Hispanic","2019 Dollars","Second",25278
"2397",1988,"Hispanic","2019 Dollars","Middle",42311
"2398",1988,"Hispanic","2019 Dollars","Fourth",65424
"2399",1988,"Hispanic","2019 Dollars","Highest",127889
"2400",1988,"Hispanic","2019 Dollars","Top 5%",205487
"2401",1987,"Hispanic","2019 Dollars","Lowest",9890
"2402",1987,"Hispanic","2019 Dollars","Second",24460
"2403",1987,"Hispanic","2019 Dollars","Middle",41342
"2404",1987,"Hispanic","2019 Dollars","Fourth",64374
"2405",1987,"Hispanic","2019 Dollars","Highest",127481
"2406",1987,"Hispanic","2019 Dollars","Top 5%",205633
"2407",1986,"Hispanic","2019 Dollars","Lowest",10020
"2408",1986,"Hispanic","2019 Dollars","Second",24475
"2409",1986,"Hispanic","2019 Dollars","Middle",40933
"2410",1986,"Hispanic","2019 Dollars","Fourth",64085
"2411",1986,"Hispanic","2019 Dollars","Highest",119223
"2412",1986,"Hispanic","2019 Dollars","Top 5%",174601
"2413",1985,"Hispanic","2019 Dollars","Lowest",10175
"2414",1985,"Hispanic","2019 Dollars","Second",23417
"2415",1985,"Hispanic","2019 Dollars","Middle",39802
"2416",1985,"Hispanic","2019 Dollars","Fourth",61360
"2417",1985,"Hispanic","2019 Dollars","Highest",113175
"2418",1985,"Hispanic","2019 Dollars","Top 5%",164663
"2419",1984,"Hispanic","2019 Dollars","Lowest",9619
"2420",1984,"Hispanic","2019 Dollars","Second",23610
"2421",1984,"Hispanic","2019 Dollars","Middle",40162
"2422",1984,"Hispanic","2019 Dollars","Fourth",61848
"2423",1984,"Hispanic","2019 Dollars","Highest",113046
"2424",1984,"Hispanic","2019 Dollars","Top 5%",167860
"2425",1983,"Hispanic","2019 Dollars","Lowest",9753
"2426",1983,"Hispanic","2019 Dollars","Second",22840
"2427",1983,"Hispanic","2019 Dollars","Middle",38575
"2428",1983,"Hispanic","2019 Dollars","Fourth",58659
"2429",1983,"Hispanic","2019 Dollars","Highest",106962
"2430",1983,"Hispanic","2019 Dollars","Top 5%",154889
"2431",1982,"Hispanic","2019 Dollars","Lowest",9883
"2432",1982,"Hispanic","2019 Dollars","Second",22975
"2433",1982,"Hispanic","2019 Dollars","Middle",38546
"2434",1982,"Hispanic","2019 Dollars","Fourth",58872
"2435",1982,"Hispanic","2019 Dollars","Highest",108792
"2436",1982,"Hispanic","2019 Dollars","Top 5%",162240
"2437",1981,"Hispanic","2019 Dollars","Lowest",10851
"2438",1981,"Hispanic","2019 Dollars","Second",25494
"2439",1981,"Hispanic","2019 Dollars","Middle",41401
"2440",1981,"Hispanic","2019 Dollars","Fourth",61480
"2441",1981,"Hispanic","2019 Dollars","Highest",109423
"2442",1981,"Hispanic","2019 Dollars","Top 5%",158625
"2443",1980,"Hispanic","2019 Dollars","Lowest",10501
"2444",1980,"Hispanic","2019 Dollars","Second",25058
"2445",1980,"Hispanic","2019 Dollars","Middle",40396
"2446",1980,"Hispanic","2019 Dollars","Fourth",61152
"2447",1980,"Hispanic","2019 Dollars","Highest",109854
"2448",1980,"Hispanic","2019 Dollars","Top 5%",162665
"2449",1979,"Hispanic","2019 Dollars","Lowest",11605
"2450",1979,"Hispanic","2019 Dollars","Second",27258
"2451",1979,"Hispanic","2019 Dollars","Middle",43055
"2452",1979,"Hispanic","2019 Dollars","Fourth",63715
"2453",1979,"Hispanic","2019 Dollars","Highest",114264
"2454",1979,"Hispanic","2019 Dollars","Top 5%",169343
"2455",1978,"Hispanic","2019 Dollars","Lowest",11724
"2456",1978,"Hispanic","2019 Dollars","Second",26918
"2457",1978,"Hispanic","2019 Dollars","Middle",42407
"2458",1978,"Hispanic","2019 Dollars","Fourth",62653
"2459",1978,"Hispanic","2019 Dollars","Highest",107703
"2460",1978,"Hispanic","2019 Dollars","Top 5%",155826
"2461",1977,"Hispanic","2019 Dollars","Lowest",11754
"2462",1977,"Hispanic","2019 Dollars","Second",26008
"2463",1977,"Hispanic","2019 Dollars","Middle",40825
"2464",1977,"Hispanic","2019 Dollars","Fourth",59623
"2465",1977,"Hispanic","2019 Dollars","Highest",103906
"2466",1977,"Hispanic","2019 Dollars","Top 5%",150958
"2467",1976,"Hispanic","2019 Dollars","Lowest",10865
"2468",1976,"Hispanic","2019 Dollars","Second",24155
"2469",1976,"Hispanic","2019 Dollars","Middle",38986
"2470",1976,"Hispanic","2019 Dollars","Fourth",58134
"2471",1976,"Hispanic","2019 Dollars","Highest",99496
"2472",1976,"Hispanic","2019 Dollars","Top 5%",142914
"2473",1975,"Hispanic","2019 Dollars","Lowest",10602
"2474",1975,"Hispanic","2019 Dollars","Second",24206
"2475",1975,"Hispanic","2019 Dollars","Middle",38322
"2476",1975,"Hispanic","2019 Dollars","Fourth",56588
"2477",1975,"Hispanic","2019 Dollars","Highest",98267
"2478",1975,"Hispanic","2019 Dollars","Top 5%",147169
"2479",1974,"Hispanic","2019 Dollars","Lowest",12280
"2480",1974,"Hispanic","2019 Dollars","Second",26280
"2481",1974,"Hispanic","2019 Dollars","Middle",41429
"2482",1974,"Hispanic","2019 Dollars","Fourth",59663
"2483",1974,"Hispanic","2019 Dollars","Highest",102213
"2484",1974,"Hispanic","2019 Dollars","Top 5%",149343
"2485",1973,"Hispanic","2019 Dollars","Lowest",12357
"2486",1973,"Hispanic","2019 Dollars","Second",27598
"2487",1973,"Hispanic","2019 Dollars","Middle",42153
"2488",1973,"Hispanic","2019 Dollars","Fourth",60807
"2489",1973,"Hispanic","2019 Dollars","Highest",100902
"2490",1973,"Hispanic","2019 Dollars","Top 5%",143658
"2491",1972,"Hispanic","2019 Dollars","Lowest",12583
"2492",1972,"Hispanic","2019 Dollars","Second",26777
"2493",1972,"Hispanic","2019 Dollars","Middle",41234
"2494",1972,"Hispanic","2019 Dollars","Fourth",57544
"2495",1972,"Hispanic","2019 Dollars","Highest",101370
"2496",1972,"Hispanic","2019 Dollars","Top 5%",154973
"2497",2019,"White Alone","Current Dollars","Lowest",17028
"2498",2019,"White Alone","Current Dollars","Second",43526
"2499",2019,"White Alone","Current Dollars","Middle",72471
"2500",2019,"White Alone","Current Dollars","Fourth",115070
"2501",2019,"White Alone","Current Dollars","Highest",260565
"2502",2019,"White Alone","Current Dollars","Top 5%",461671
"2503",2018,"White Alone","Current Dollars","Lowest",15584
"2504",2018,"White Alone","Current Dollars","Second",40195
"2505",2018,"White Alone","Current Dollars","Middle",67149
"2506",2018,"White Alone","Current Dollars","Fourth",105455
"2507",2018,"White Alone","Current Dollars","Highest",241356
"2508",2018,"White Alone","Current Dollars","Top 5%",431561
"2509",2017,"White Alone","Current Dollars","Lowest",14886
"2510",2017,"White Alone","Current Dollars","Second",38073
"2511",2017,"White Alone","Current Dollars","Middle",65095
"2512",2017,"White Alone","Current Dollars","Fourth",103145
"2513",2017,"White Alone","Current Dollars","Highest",226962
"2514",2017,"White Alone","Current Dollars","Top 5%",392632
"2515",2016,"White Alone","Current Dollars","Lowest",14493
"2516",2016,"White Alone","Current Dollars","Second",36962
"2517",2016,"White Alone","Current Dollars","Middle",62254
"2518",2016,"White Alone","Current Dollars","Fourth",98858
"2519",2016,"White Alone","Current Dollars","Highest",219153
"2520",2016,"White Alone","Current Dollars","Top 5%",383082
"2521",2015,"White Alone","Current Dollars","Lowest",14083
"2522",2015,"White Alone","Current Dollars","Second",35015
"2523",2015,"White Alone","Current Dollars","Middle",60048
"2524",2015,"White Alone","Current Dollars","Fourth",95633
"2525",2015,"White Alone","Current Dollars","Highest",206351
"2526",2015,"White Alone","Current Dollars","Top 5%",355913
"2527",2014,"White Alone","Current Dollars","Lowest",13024
"2528",2014,"White Alone","Current Dollars","Second",33363
"2529",2014,"White Alone","Current Dollars","Middle",57138
"2530",2014,"White Alone","Current Dollars","Fourth",91304
"2531",2014,"White Alone","Current Dollars","Highest",199623
"2532",2014,"White Alone","Current Dollars","Top 5%",341805
"2533",2013,"White Alone","Current Dollars","Lowest",12909
"2534",2013,"White Alone","Current Dollars","Second",32996
"2535",2013,"White Alone","Current Dollars","Middle",56778
"2536",2013,"White Alone","Current Dollars","Fourth",89629
"2537",2013,"White Alone","Current Dollars","Highest",196813
"2538",2013,"White Alone","Current Dollars","Top 5%",336437
"2539",2012,"White Alone","Current Dollars","Lowest",12916
"2540",2012,"White Alone","Current Dollars","Second",31889
"2541",2012,"White Alone","Current Dollars","Middle",54061
"2542",2012,"White Alone","Current Dollars","Fourth",85402
"2543",2012,"White Alone","Current Dollars","Highest",187815
"2544",2012,"White Alone","Current Dollars","Top 5%",329636
"2545",2011,"White Alone","Current Dollars","Lowest",12691
"2546",2011,"White Alone","Current Dollars","Second",31475
"2547",2011,"White Alone","Current Dollars","Middle",52643
"2548",2011,"White Alone","Current Dollars","Fourth",83397
"2549",2011,"White Alone","Current Dollars","Highest",183853
