"","year","race","dollar_type","number","income_quintile","income_dollars"
"1873",2013,"Hispanic","2019 Dollars",16088000,"Third",54964
"1874",2013,"Hispanic","2019 Dollars",16088000,"Fourth",92075
"1875",2013,"Hispanic","2019 Dollars",16088000,"Top 5%",175588
"1876",2012,"Hispanic","2019 Dollars",15589000,"Lowest",18741
"1877",2012,"Hispanic","2019 Dollars",15589000,"Second",33913
"1878",2012,"Hispanic","2019 Dollars",15589000,"Third",54662
"1879",2012,"Hispanic","2019 Dollars",15589000,"Fourth",88129
"1880",2012,"Hispanic","2019 Dollars",15589000,"Top 5%",160640
"1881",2011,"Hispanic","2019 Dollars",14939000,"Lowest",19366
"1882",2011,"Hispanic","2019 Dollars",14939000,"Second",34510
"1883",2011,"Hispanic","2019 Dollars",14939000,"Third",53684
"1884",2011,"Hispanic","2019 Dollars",14939000,"Fourth",87212
"1885",2011,"Hispanic","2019 Dollars",14939000,"Top 5%",161615
"1886",2010,"Hispanic","2019 Dollars",14435000,"Lowest",18817
"1887",2010,"Hispanic","2019 Dollars",14435000,"Second",35253
"1888",2010,"Hispanic","2019 Dollars",14435000,"Third",55937
"1889",2010,"Hispanic","2019 Dollars",14435000,"Fourth",89331
"1890",2010,"Hispanic","2019 Dollars",14435000,"Top 5%",161726
"1891",2009,"Hispanic","2019 Dollars",13298000,"Lowest",20306
"1892",2009,"Hispanic","2019 Dollars",13298000,"Second",35834
"1893",2009,"Hispanic","2019 Dollars",13298000,"Third",57335
"1894",2009,"Hispanic","2019 Dollars",13298000,"Fourth",90828
"1895",2009,"Hispanic","2019 Dollars",13298000,"Top 5%",163353
"1896",2008,"Hispanic","2019 Dollars",13425000,"Lowest",20236
"1897",2008,"Hispanic","2019 Dollars",13425000,"Second",35769
"1898",2008,"Hispanic","2019 Dollars",13425000,"Third",55945
"1899",2008,"Hispanic","2019 Dollars",13425000,"Fourth",90465
"1900",2008,"Hispanic","2019 Dollars",13425000,"Top 5%",163751
"1901",2007,"Hispanic","2019 Dollars",13339000,"Lowest",21631
"1902",2007,"Hispanic","2019 Dollars",13339000,"Second",37437
"1903",2007,"Hispanic","2019 Dollars",13339000,"Third",59330
"1904",2007,"Hispanic","2019 Dollars",13339000,"Fourth",92704
"1905",2007,"Hispanic","2019 Dollars",13339000,"Top 5%",160810
"1906",2006,"Hispanic","2019 Dollars",12973000,"Lowest",21609
"1907",2006,"Hispanic","2019 Dollars",12973000,"Second",38133
"1908",2006,"Hispanic","2019 Dollars",12973000,"Third",58521
"1909",2006,"Hispanic","2019 Dollars",12973000,"Fourth",93070
"1910",2006,"Hispanic","2019 Dollars",12973000,"Top 5%",166006
"1911",2005,"Hispanic","2019 Dollars",12519000,"Lowest",21128
"1912",2005,"Hispanic","2019 Dollars",12519000,"Second",38057
"1913",2005,"Hispanic","2019 Dollars",12519000,"Third",57846
"1914",2005,"Hispanic","2019 Dollars",12519000,"Fourth",90540
"1915",2005,"Hispanic","2019 Dollars",12519000,"Top 5%",161961
"1916",2004,"Hispanic","2019 Dollars",12178000,"Lowest",21114
"1917",2004,"Hispanic","2019 Dollars",12178000,"Second",36632
"1918",2004,"Hispanic","2019 Dollars",12178000,"Third",56984
"1919",2004,"Hispanic","2019 Dollars",12178000,"Fourth",89546
"1920",2004,"Hispanic","2019 Dollars",12178000,"Top 5%",160480
"1921",2003,"Hispanic","2019 Dollars",11693000,"Lowest",21085
"1922",2003,"Hispanic","2019 Dollars",11693000,"Second",37622
"1923",2003,"Hispanic","2019 Dollars",11693000,"Third",56040
"1924",2003,"Hispanic","2019 Dollars",11693000,"Fourth",90572
"1925",2003,"Hispanic","2019 Dollars",11693000,"Top 5%",158921
"1926",2002,"Hispanic","2019 Dollars",11339000,"Lowest",21530
"1927",2002,"Hispanic","2019 Dollars",11339000,"Second",38249
"1928",2002,"Hispanic","2019 Dollars",11339000,"Third",58000
"1929",2002,"Hispanic","2019 Dollars",11339000,"Fourth",91346
"1930",2002,"Hispanic","2019 Dollars",11339000,"Top 5%",160513
"1931",2001,"Hispanic","2019 Dollars",10499000,"Lowest",22020
"1932",2001,"Hispanic","2019 Dollars",10499000,"Second",39083
"1933",2001,"Hispanic","2019 Dollars",10499000,"Third",59007
"1934",2001,"Hispanic","2019 Dollars",10499000,"Fourth",93293
"1935",2001,"Hispanic","2019 Dollars",10499000,"Top 5%",163219
"1936",2000,"Hispanic","2019 Dollars",10034000,"Lowest",22331
"1937",2000,"Hispanic","2019 Dollars",10034000,"Second",39943
"1938",2000,"Hispanic","2019 Dollars",10034000,"Third",60145
"1939",2000,"Hispanic","2019 Dollars",10034000,"Fourth",92501
"1940",2000,"Hispanic","2019 Dollars",10034000,"Top 5%",159294
"1941",1999,"Hispanic","2019 Dollars",9579000,"Lowest",21562
"1942",1999,"Hispanic","2019 Dollars",9579000,"Second",37946
"1943",1999,"Hispanic","2019 Dollars",9579000,"Third",57669
"1944",1999,"Hispanic","2019 Dollars",9579000,"Fourth",92355
"1945",1999,"Hispanic","2019 Dollars",9579000,"Top 5%",154400
"1946",1998,"Hispanic","2019 Dollars",9060000,"Lowest",18864
"1947",1998,"Hispanic","2019 Dollars",9060000,"Second",35371
"1948",1998,"Hispanic","2019 Dollars",9060000,"Third",54933
"1949",1998,"Hispanic","2019 Dollars",9060000,"Fourth",86461
"1950",1998,"Hispanic","2019 Dollars",9060000,"Top 5%",154055
"1951",1997,"Hispanic","2019 Dollars",8590000,"Lowest",17887
"1952",1997,"Hispanic","2019 Dollars",8590000,"Second",33460
"1953",1997,"Hispanic","2019 Dollars",8590000,"Third",52579
"1954",1997,"Hispanic","2019 Dollars",8590000,"Fourth",81890
"1955",1997,"Hispanic","2019 Dollars",8590000,"Top 5%",148360
"1956",1996,"Hispanic","2019 Dollars",8225000,"Lowest",17905
"1957",1996,"Hispanic","2019 Dollars",8225000,"Second",32230
"1958",1996,"Hispanic","2019 Dollars",8225000,"Third",50460
"1959",1996,"Hispanic","2019 Dollars",8225000,"Fourth",80672
"1960",1996,"Hispanic","2019 Dollars",8225000,"Top 5%",139987
"1961",1995,"Hispanic","2019 Dollars",7939000,"Lowest",16711
"1962",1995,"Hispanic","2019 Dollars",7939000,"Second",30180
"1963",1995,"Hispanic","2019 Dollars",7939000,"Third",48295
"1964",1995,"Hispanic","2019 Dollars",7939000,"Fourth",77372
"1965",1995,"Hispanic","2019 Dollars",7939000,"Top 5%",134190
"1966",1994,"Hispanic","2019 Dollars",7735000,"Lowest",16640
"1967",1994,"Hispanic","2019 Dollars",7735000,"Second",30976
"1968",1994,"Hispanic","2019 Dollars",7735000,"Third",49681
"1969",1994,"Hispanic","2019 Dollars",7735000,"Fourth",79513
"1970",1994,"Hispanic","2019 Dollars",7735000,"Top 5%",140760
"1971",1993,"Hispanic","2019 Dollars",7362000,"Lowest",17401
"1972",1993,"Hispanic","2019 Dollars",7362000,"Second",31448
"1973",1993,"Hispanic","2019 Dollars",7362000,"Third",49059
"1974",1993,"Hispanic","2019 Dollars",7362000,"Fourth",77410
"1975",1993,"Hispanic","2019 Dollars",7362000,"Top 5%",133653
"1976",1992,"Hispanic","2019 Dollars",7153000,"Lowest",17195
"1977",1992,"Hispanic","2019 Dollars",7153000,"Second",31882
"1978",1992,"Hispanic","2019 Dollars",7153000,"Third",49799
"1979",1992,"Hispanic","2019 Dollars",7153000,"Fourth",78309
"1980",1992,"Hispanic","2019 Dollars",7153000,"Top 5%",132814
"1981",1991,"Hispanic","2019 Dollars",6379000,"Lowest",17659
"1982",1991,"Hispanic","2019 Dollars",6379000,"Second",33042
"1983",1991,"Hispanic","2019 Dollars",6379000,"Third",51509
"1984",1991,"Hispanic","2019 Dollars",6379000,"Fourth",80275
"1985",1991,"Hispanic","2019 Dollars",6379000,"Top 5%",137677
"1986",1990,"Hispanic","2019 Dollars",6220000,"Lowest",18233
"1987",1990,"Hispanic","2019 Dollars",6220000,"Second",33293
"1988",1990,"Hispanic","2019 Dollars",6220000,"Third",51814
"1989",1990,"Hispanic","2019 Dollars",6220000,"Fourth",79904
"1990",1990,"Hispanic","2019 Dollars",6220000,"Top 5%",137378
"1991",1989,"Hispanic","2019 Dollars",5933000,"Lowest",18709
"1992",1989,"Hispanic","2019 Dollars",5933000,"Second",34939
"1993",1989,"Hispanic","2019 Dollars",5933000,"Third",54459
"1994",1989,"Hispanic","2019 Dollars",5933000,"Fourth",85130
"1995",1989,"Hispanic","2019 Dollars",5933000,"Top 5%",141736
"1996",1988,"Hispanic","2019 Dollars",5910000,"Lowest",17119
"1997",1988,"Hispanic","2019 Dollars",5910000,"Second",32920
"1998",1988,"Hispanic","2019 Dollars",5910000,"Third",52131
"1999",1988,"Hispanic","2019 Dollars",5910000,"Fourth",80959
"2000",1988,"Hispanic","2019 Dollars",5910000,"Top 5%",137828
"2001",1987,"Hispanic","2019 Dollars",5642000,"Lowest",16945
"2002",1987,"Hispanic","2019 Dollars",5642000,"Second",32382
"2003",1987,"Hispanic","2019 Dollars",5642000,"Third",50938
"2004",1987,"Hispanic","2019 Dollars",5642000,"Fourth",80283
"2005",1987,"Hispanic","2019 Dollars",5642000,"Top 5%",136732
"2006",1986,"Hispanic","2019 Dollars",5418000,"Lowest",17418
"2007",1986,"Hispanic","2019 Dollars",5418000,"Second",32065
"2008",1986,"Hispanic","2019 Dollars",5418000,"Third",51361
"2009",1986,"Hispanic","2019 Dollars",5418000,"Fourth",80391
"2010",1986,"Hispanic","2019 Dollars",5418000,"Top 5%",133126
"2011",1985,"Hispanic","2019 Dollars",5213000,"Lowest",16587
"2012",1985,"Hispanic","2019 Dollars",5213000,"Second",30674
"2013",1985,"Hispanic","2019 Dollars",5213000,"Third",49327
"2014",1985,"Hispanic","2019 Dollars",5213000,"Fourth",75891
"2015",1985,"Hispanic","2019 Dollars",5213000,"Top 5%",126560
"2016",1984,"Hispanic","2019 Dollars",4883000,"Lowest",16451
"2017",1984,"Hispanic","2019 Dollars",4883000,"Second",31154
"2018",1984,"Hispanic","2019 Dollars",4883000,"Third",50412
"2019",1984,"Hispanic","2019 Dollars",4883000,"Fourth",75610
"2020",1984,"Hispanic","2019 Dollars",4883000,"Top 5%",124426
"2021",1983,"Hispanic","2019 Dollars",4666000,"Lowest",15912
"2022",1983,"Hispanic","2019 Dollars",4666000,"Second",30497
"2023",1983,"Hispanic","2019 Dollars",4666000,"Third",47657
"2024",1983,"Hispanic","2019 Dollars",4666000,"Fourth",72654
"2025",1983,"Hispanic","2019 Dollars",4666000,"Top 5%",119714
"2026",1982,"Hispanic","2019 Dollars",4085000,"Lowest",16592
"2027",1982,"Hispanic","2019 Dollars",4085000,"Second",30631
"2028",1982,"Hispanic","2019 Dollars",4085000,"Third",47681
"2029",1982,"Hispanic","2019 Dollars",4085000,"Fourth",72747
"2030",1982,"Hispanic","2019 Dollars",4085000,"Top 5%",118183
"2031",1981,"Hispanic","2019 Dollars",3980000,"Lowest",18351
"2032",1981,"Hispanic","2019 Dollars",3980000,"Second",32521
"2033",1981,"Hispanic","2019 Dollars",3980000,"Third",50344
"2034",1981,"Hispanic","2019 Dollars",3980000,"Fourth",75046
"2035",1981,"Hispanic","2019 Dollars",3980000,"Top 5%",119863
"2036",1980,"Hispanic","2019 Dollars",3906000,"Lowest",18031
"2037",1980,"Hispanic","2019 Dollars",3906000,"Second",32140
"2038",1980,"Hispanic","2019 Dollars",3906000,"Third",49469
"2039",1980,"Hispanic","2019 Dollars",3906000,"Fourth",75016
"2040",1980,"Hispanic","2019 Dollars",3906000,"Top 5%",120119
"2041",1979,"Hispanic","2019 Dollars",3684000,"Lowest",19764
"2042",1979,"Hispanic","2019 Dollars",3684000,"Second",34718
"2043",1979,"Hispanic","2019 Dollars",3684000,"Third",52703
"2044",1979,"Hispanic","2019 Dollars",3684000,"Fourth",77079
"2045",1979,"Hispanic","2019 Dollars",3684000,"Top 5%",126011
"2046",1978,"Hispanic","2019 Dollars",3291000,"Lowest",19265
"2047",1978,"Hispanic","2019 Dollars",3291000,"Second",34981
"2048",1978,"Hispanic","2019 Dollars",3291000,"Third",51570
"2049",1978,"Hispanic","2019 Dollars",3291000,"Fourth",75949
"2050",1978,"Hispanic","2019 Dollars",3291000,"Top 5%",118468
"2051",1977,"Hispanic","2019 Dollars",3304000,"Lowest",19268
"2052",1977,"Hispanic","2019 Dollars",3304000,"Second",33153
"2053",1977,"Hispanic","2019 Dollars",3304000,"Third",48718
"2054",1977,"Hispanic","2019 Dollars",3304000,"Fourth",72884
"2055",1977,"Hispanic","2019 Dollars",3304000,"Top 5%",115308
"2056",1976,"Hispanic","2019 Dollars",3081000,"Lowest",17309
"2057",1976,"Hispanic","2019 Dollars",3081000,"Second",31353
"2058",1976,"Hispanic","2019 Dollars",3081000,"Third",47523
"2059",1976,"Hispanic","2019 Dollars",3081000,"Fourth",70466
"2060",1976,"Hispanic","2019 Dollars",3081000,"Top 5%",106940
"2061",1975,"Hispanic","2019 Dollars",2948000,"Lowest",17534
"2062",1975,"Hispanic","2019 Dollars",2948000,"Second",30588
"2063",1975,"Hispanic","2019 Dollars",2948000,"Third",46099
"2064",1975,"Hispanic","2019 Dollars",2948000,"Fourth",67588
"2065",1975,"Hispanic","2019 Dollars",2948000,"Top 5%",105125
"2066",1974,"Hispanic","2019 Dollars",2897000,"Lowest",19786
"2067",1974,"Hispanic","2019 Dollars",2897000,"Second",33402
"2068",1974,"Hispanic","2019 Dollars",2897000,"Third",49606
"2069",1974,"Hispanic","2019 Dollars",2897000,"Fourth",71151
"2070",1974,"Hispanic","2019 Dollars",2897000,"Top 5%",112528
"2071",1973,"Hispanic","2019 Dollars",2722000,"Lowest",20630
"2072",1973,"Hispanic","2019 Dollars",2722000,"Second",34659
"2073",1973,"Hispanic","2019 Dollars",2722000,"Third",50879
"2074",1973,"Hispanic","2019 Dollars",2722000,"Fourth",72809
"2075",1973,"Hispanic","2019 Dollars",2722000,"Top 5%",110887
"2076",1972,"Hispanic","2019 Dollars",2655000,"Lowest",20096
"2077",1972,"Hispanic","2019 Dollars",2655000,"Second",34006
"2078",1972,"Hispanic","2019 Dollars",2655000,"Third",48775
"2079",1972,"Hispanic","2019 Dollars",2655000,"Fourth",68176
"2080",1972,"Hispanic","2019 Dollars",2655000,"Top 5%",107963
"2081",2019,"White Alone","Current Dollars",100568000,"Lowest",30666
"2082",2019,"White Alone","Current Dollars",100568000,"Second",56702
"2083",2019,"White Alone","Current Dollars",100568000,"Third",90447
"2084",2019,"White Alone","Current Dollars",100568000,"Fourth",147112
"2085",2019,"White Alone","Current Dollars",100568000,"Top 5%",276520
"2086",2018,"White Alone","Current Dollars",100528000,"Lowest",28211
"2087",2018,"White Alone","Current Dollars",100528000,"Second",52444
"2088",2018,"White Alone","Current Dollars",100528000,"Third",83125
"2089",2018,"White Alone","Current Dollars",100528000,"Fourth",133722
"2090",2018,"White Alone","Current Dollars",100528000,"Top 5%",255299
"2091",2017,"White Alone","Current Dollars",100065000,"Lowest",26469
"2092",2017,"White Alone","Current Dollars",100065000,"Second",50035
"2093",2017,"White Alone","Current Dollars",100065000,"Third",81015
"2094",2017,"White Alone","Current Dollars",100065000,"Fourth",130818
"2095",2017,"White Alone","Current Dollars",100065000,"Top 5%",242070
"2096",2016,"White Alone","Current Dollars",99400000,"Lowest",25991
"2097",2016,"White Alone","Current Dollars",99400000,"Second",48540
"2098",2016,"White Alone","Current Dollars",99400000,"Third",77853
"2099",2016,"White Alone","Current Dollars",99400000,"Fourth",125012
"2100",2016,"White Alone","Current Dollars",99400000,"Top 5%",231012
"2101",2015,"White Alone","Current Dollars",99313000,"Lowest",25000
"2102",2015,"White Alone","Current Dollars",99313000,"Second",46309
"2103",2015,"White Alone","Current Dollars",99313000,"Third",75287
"2104",2015,"White Alone","Current Dollars",99313000,"Fourth",120500
"2105",2015,"White Alone","Current Dollars",99313000,"Top 5%",218029
"2106",2014,"White Alone","Current Dollars",98679000,"Lowest",23200
"2107",2014,"White Alone","Current Dollars",98679000,"Second",44314
"2108",2014,"White Alone","Current Dollars",98679000,"Third",71580
"2109",2014,"White Alone","Current Dollars",98679000,"Fourth",116080
"2110",2014,"White Alone","Current Dollars",98679000,"Top 5%",211893
"2111",2013,"White Alone","Current Dollars",98807000,"Lowest",22880
"2112",2013,"White Alone","Current Dollars",98807000,"Second",44000
"2113",2013,"White Alone","Current Dollars",98807000,"Third",70948
"2114",2013,"White Alone","Current Dollars",98807000,"Fourth",113956
"2115",2013,"White Alone","Current Dollars",98807000,"Top 5%",209106
"2116",2012,"White Alone","Current Dollars",97705000,"Lowest",22637
"2117",2012,"White Alone","Current Dollars",97705000,"Second",42000
"2118",2012,"White Alone","Current Dollars",97705000,"Third",67520
"2119",2012,"White Alone","Current Dollars",97705000,"Fourth",108000
"2120",2012,"White Alone","Current Dollars",97705000,"Top 5%",196305
"2121",2011,"White Alone","Current Dollars",96964000,"Lowest",22362
"2122",2011,"White Alone","Current Dollars",96964000,"Second",41000
"2123",2011,"White Alone","Current Dollars",96964000,"Third",65410
"2124",2011,"White Alone","Current Dollars",96964000,"Fourth",105192
"2125",2011,"White Alone","Current Dollars",96964000,"Top 5%",191668
"2126",2010,"White Alone","Current Dollars",96306000,"Lowest",21468
"2127",2010,"White Alone","Current Dollars",96306000,"Second",40036
"2128",2010,"White Alone","Current Dollars",96306000,"Third",64999
"2129",2010,"White Alone","Current Dollars",96306000,"Fourth",103025
"2130",2010,"White Alone","Current Dollars",96306000,"Top 5%",186577
"2131",2009,"White Alone","Current Dollars",95489000,"Lowest",22200
"2132",2009,"White Alone","Current Dollars",95489000,"Second",40634
"2133",2009,"White Alone","Current Dollars",95489000,"Third",64675
"2134",2009,"White Alone","Current Dollars",95489000,"Fourth",102760
"2135",2009,"White Alone","Current Dollars",95489000,"Top 5%",184001
"2136",2008,"White Alone","Current Dollars",95297000,"Lowest",22174
"2137",2008,"White Alone","Current Dollars",95297000,"Second",41000
"2138",2008,"White Alone","Current Dollars",95297000,"Third",65547
"2139",2008,"White Alone","Current Dollars",95297000,"Fourth",103170
"2140",2008,"White Alone","Current Dollars",95297000,"Top 5%",185044
"2141",2007,"White Alone","Current Dollars",95112000,"Lowest",22055
"2142",2007,"White Alone","Current Dollars",95112000,"Second",41000
"2143",2007,"White Alone","Current Dollars",95112000,"Third",65000
"2144",2007,"White Alone","Current Dollars",95112000,"Fourth",102751
"2145",2007,"White Alone","Current Dollars",95112000,"Top 5%",182248
"2146",2006,"White Alone","Current Dollars",94705000,"Lowest",21975
"2147",2006,"White Alone","Current Dollars",94705000,"Second",40000
"2148",2006,"White Alone","Current Dollars",94705000,"Third",62574
"2149",2006,"White Alone","Current Dollars",94705000,"Fourth",1e+05
"2150",2006,"White Alone","Current Dollars",94705000,"Top 5%",178802
"2151",2005,"White Alone","Current Dollars",93588000,"Lowest",20624
"2152",2005,"White Alone","Current Dollars",93588000,"Second",38139
"2153",2005,"White Alone","Current Dollars",93588000,"Third",60029
"2154",2005,"White Alone","Current Dollars",93588000,"Fourth",94986
"2155",2005,"White Alone","Current Dollars",93588000,"Top 5%",171000
"2156",2004,"White Alone","Current Dollars",92880000,"Lowest",20000
"2157",2004,"White Alone","Current Dollars",92880000,"Second",36341
"2158",2004,"White Alone","Current Dollars",92880000,"Third",58000
"2159",2004,"White Alone","Current Dollars",92880000,"Fourth",91000
"2160",2004,"White Alone","Current Dollars",92880000,"Top 5%",161052
"2161",2003,"White Alone","Current Dollars",91962000,"Lowest",19372
"2162",2003,"White Alone","Current Dollars",91962000,"Second",35830
"2163",2003,"White Alone","Current Dollars",91962000,"Third",56890
"2164",2003,"White Alone","Current Dollars",91962000,"Fourth",90000
"2165",2003,"White Alone","Current Dollars",91962000,"Top 5%",158842
